city_highest_avg_pm2_5,highest_avg_pm2_5,city_highest_avg_severity,highest_avg_severity,pct_high_risk,pct_moderate_risk,pct_low_risk,hour_worst_avg_pm2_5,worst_hour_avg_pm2_5
delhi,153.806,delhi,6025.343,45.5,0.0,0.0,2,105.667
